Listing_ID,Seller_ID,Feedback_Score,Condition_ID,Condition_Name,Standard_Condition,Laptop_ID,Brand,Ram_Size,Storage_Type,Storage_Capacity,Price,Currency,Shipping_Cost,Total_Cost
v1|315099291220|0,marmac-5181,98.6,1500,Open box,Used,v1|315099291220|0,Lenovo,4GB,Unknown,64GB,279.99,USD,0.0,279.99
v1|186132893195|0,michaelramosgarcia,100.0,1500,Open box,Used,v1|186132893195|0,Apple,Unknown,Unknown,Unknown,600.0,USD,0.0,600.0
v1|396370505681|0,monroe-merchandising,99.4,1500,Open box,Used,v1|396370505681|0,Lenovo,Unknown,Unknown,128GB,204.6,USD,0.0,204.6
v1|316540179830|0,n.su44,0.0,1500,Open box,Used,v1|316540179830|0,Dell,16GB,Unknown,512GB,539.99,USD,83.87,623.86
v1|187112820290|0,nannerbproducts,100.0,1500,Open box,Used,v1|187112820290|0,Intel,12GB,SSD,512GB,620.0,USD,0.0,620.0
v1|365047170667|0,naztar_0,97.4,1500,Open box,Used,v1|365047170667|0,Acer,Unknown,Unknown,Unknown,352.66,USD,0.0,352.66
v1|315526501709|0,negitan.shop.japan,97.3,1500,Open box,Used,v1|315526501709|0,Intel,8GB,SSD,64GB,220.99,USD,0.0,220.99
v1|146031508106|0,newlifeliquidation,99.2,1500,Open box,Used,v1|146031508106|0,HP,4GB,SSD,128GB,179.99,USD,0.0,179.99
v1|175633442764|0,newmiker,99.0,1500,Open box,Used,v1|175633442764|0,Lenovo,4GB,SSD,128GB,149.99,USD,0.0,149.99
v1|185804373091|0,newmiker,99.0,1500,Open box,Used,v1|185804373091|0,Lenovo,4GB,SSD,256GB,159.99,USD,0.0,159.99
v1|175948500971|0,newmiker,99.0,1500,Open box,Used,v1|175948500971|0,HP,16GB,Unknown,128GB,219.99,USD,0.0,219.99
v1|176827099538|0,newmiker,99.0,1500,Open box,Used,v1|176827099538|0,HP,20GB,SSD,1TB,389.99,USD,0.0,389.99
v1|186250870848|0,newmiker,99.0,1500,Open box,Used,v1|186250870848|0,HP,8GB,Unknown,128GB,239.99,USD,0.0,239.99
v1|186096920679|0,newmiker,99.0,1500,Open box,Used,v1|186096920679|0,Intel,4GB,SSD,1TB,189.99,USD,0.0,189.99
v1|176662043621|0,newmiker,99.0,1500,Open box,Used,v1|176662043621|0,HP,8GB,Unknown,128GB,254.99,USD,0.0,254.99
v1|186582393617|0,newmiker,99.0,1500,Open box,Used,v1|186582393617|0,Intel,12GB,SSD,256GB,409.99,USD,0.0,409.99
v1|186250882948|0,newmiker,99.0,1500,Open box,Used,v1|186250882948|0,HP,16GB,Unknown,320GB,259.99,USD,0.0,259.99
v1|175964042270|0,newmiker,99.0,1500,Open box,Used,v1|175964042270|0,Intel,4GB,SSD,128GB,189.99,USD,0.0,189.99
v1|176176982441|0,newmiker,99.0,1500,Open box,Used,v1|176176982441|0,HP,4GB,Unknown,128GB,229.99,USD,0.0,229.99
v1|176176977279|0,newmiker,99.0,1500,Open box,Used,v1|176176977279|0,HP,8GB,Unknown,184GB,244.99,USD,0.0,244.99
v1|186250880064|0,newmiker,99.0,1500,Open box,Used,v1|186250880064|0,HP,16GB,Unknown,304GB,264.99,USD,0.0,264.99
v1|186250875361|0,newmiker,99.0,1500,Open box,Used,v1|186250875361|0,HP,8GB,SSD,1TB,309.99,USD,0.0,309.99
v1|176176937900|0,newmiker,99.0,1500,Open box,Used,v1|176176937900|0,HP,16GB,SSD,1TB,329.99,USD,0.0,329.99
v1|176176932920|0,newmiker,99.0,1500,Open box,Used,v1|176176932920|0,HP,8GB,Unknown,320GB,249.99,USD,0.0,249.99
v1|176099251039|0,newmiker,99.0,1500,Open box,Used,v1|176099251039|0,HP,4GB,Unknown,192GB,204.99,USD,0.0,204.99
v1|186147484955|0,newmiker,99.0,1500,Open box,Used,v1|186147484955|0,HP,8GB,Unknown,192GB,224.99,USD,0.0,224.99
v1|176005177500|0,newmiker,99.0,1500,Open box,Used,v1|176005177500|0,HP,4GB,SSD,184GB,214.99,USD,0.0,214.99
v1|186147490504|0,newmiker,99.0,1500,Open box,Used,v1|186147490504|0,HP,4GB,Unknown,128GB,209.99,USD,0.0,209.99
v1|186587434796|0,newmiker,99.0,1500,Open box,Used,v1|186587434796|0,Intel,8GB,HDD,1TB,459.0,USD,0.0,459.0
v1|176005244335|0,newmiker,99.0,1500,Open box,Used,v1|176005244335|0,HP,8GB,Unknown,304GB,234.99,USD,0.0,234.99
v1|176176979195|0,newmiker,99.0,1500,Open box,Used,v1|176176979195|0,HP,8GB,Unknown,192GB,244.99,USD,0.0,244.99
v1|186147431752|0,newmiker,99.0,1500,Open box,Used,v1|186147431752|0,HP,4GB,Unknown,128GB,209.99,USD,0.0,209.99
v1|176438913694|0,newmiker,99.0,1500,Open box,Used,v1|176438913694|0,Lenovo,12GB,HDD,1TB,389.0,USD,0.0,389.0
v1|186141062550|0,newmiker,99.0,1500,Open box,Used,v1|186141062550|0,Lenovo,20GB,SSD,1TB,440.0,USD,0.0,440.0
v1|175995382201|0,newmiker,99.0,1500,Open box,Used,v1|175995382201|0,Intel,20GB,SSD,512GB,539.99,USD,0.0,539.99
v1|185425120896|0,newmiker,99.0,1500,Open box,Used,v1|185425120896|0,HP,8GB,Unknown,128GB,179.99,USD,0.0,179.99
v1|185453445382|0,newmiker,99.0,1500,Open box,Used,v1|185453445382|0,HP,8GB,Unknown,128GB,214.99,USD,0.0,214.99
v1|175970053779|0,newmiker,99.0,1500,Open box,Used,v1|175970053779|0,Acer,24GB,SSD,512GB,479.99,USD,0.0,479.99
v1|186141058094|0,newmiker,99.0,1500,Open box,Used,v1|186141058094|0,Lenovo,20GB,SSD,512GB,410.0,USD,0.0,410.0
v1|186141060751|0,newmiker,99.0,1500,Open box,Used,v1|186141060751|0,Lenovo,8GB,SSD,1TB,410.0,USD,0.0,410.0
v1|175996382614|0,newmiker,99.0,1500,Open box,Used,v1|175996382614|0,Lenovo,12GB,SSD,1TB,420.0,USD,0.0,420.0
v1|175995400870|0,newmiker,99.0,1500,Open box,Used,v1|175995400870|0,Acer,20GB,SSD,512GB,474.99,USD,0.0,474.99
v1|185929207657|0,newmiker,99.0,1500,Open box,Used,v1|185929207657|0,Intel,4GB,SSD,128GB,169.99,USD,0.0,169.99
v1|387537855717|0,nextgenhardware14,92.3,1500,Open box,Used,v1|387537855717|0,HP,Unknown,Unknown,Unknown,174.95,USD,0.0,174.95
v1|256835649838|0,nolanq7,100.0,1500,Open box,Used,v1|256835649838|0,ThinkPad,16GB,SSD,512GB,429.0,USD,17.0,446.0
v1|296338165615|0,notaim-0,100.0,1500,Open box,Used,v1|296338165615|0,HP,4GB,Unknown,64GB,250.0,USD,0.0,250.0
v1|286255905753|0,onha1,99.5,1500,Open box,Used,v1|286255905753|0,Dell,32GB,SSD,512GB,650.0,USD,0.0,650.0
v1|116438239017|0,outlet_closet,99.4,1500,Open box,Used,v1|116438239017|0,Intel,32GB,Unknown,Unknown,563.5,USD,0.0,563.5
v1|116407379181|0,outlet_closet,99.4,1500,Open box,Used,v1|116407379181|0,Intel,Unknown,Unknown,Unknown,535.04,USD,0.0,535.04
v1|116303214347|0,outlet_closet,99.4,1500,Open box,Used,v1|116303214347|0,Intel,4GB,Unknown,Unknown,336.32,USD,0.0,336.32
v1|116431722691|0,outlet_closet,99.4,1500,Open box,Used,v1|116431722691|0,Intel,Unknown,Unknown,1TB,509.45,USD,0.0,509.45
v1|116407372197|0,outlet_closet,99.4,1500,Open box,Used,v1|116407372197|0,Intel,16GB,SSD,512GB,482.42,USD,0.0,482.42
v1|116432736270|0,outlet_closet,99.4,1500,Open box,Used,v1|116432736270|0,Lenovo,8GB,Unknown,768GB,478.91,USD,0.0,478.91
v1|116451823114|0,outlet_closet,99.4,1500,Open box,Used,v1|116451823114|0,Intel,16GB,Unknown,5TB,650.53,USD,0.0,650.53
v1|116401204041|0,outlet_closet,99.4,1500,Open box,Used,v1|116401204041|0,Intel,Unknown,Unknown,Unknown,602.7,USD,0.0,602.7
v1|116324675798|0,outlet_closet,99.4,1500,Open box,Used,v1|116324675798|0,Intel,Unknown,Unknown,Unknown,496.0,USD,0.0,496.0
v1|405723902064|0,patriotranger,100.0,1500,Open box,Used,v1|405723902064|0,HP,8GB,Unknown,Unknown,128.25,USD,0.0,128.25
v1|266450226589|0,photobooth3,96.7,1500,Open box,Used,v1|266450226589|0,Intel,Unknown,SSD,4GB,109.99,USD,0.0,109.99
v1|135241868556|0,prime-techno,97.3,1500,Open box,Used,v1|135241868556|0,Dell,32GB,SSD,1TB,339.95,USD,0.0,339.95
v1|135242703685|0,prime-techno,97.3,1500,Open box,Used,v1|135242703685|0,Dell,16GB,SSD,256GB,224.95,USD,0.0,224.95
v1|135296033628|0,prime-techno,97.3,1500,Open box,Used,v1|135296033628|0,Dell,32GB,SSD,512GB,289.0,USD,0.0,289.0
v1|135226503548|0,prime-techno,97.3,1500,Open box,Used,v1|135226503548|0,Dell,32GB,SSD,1TB,399.45,USD,0.0,399.45
v1|135242715923|0,prime-techno,97.3,1500,Open box,Used,v1|135242715923|0,Dell,32GB,SSD,1TB,289.95,USD,0.0,289.95
v1|135241482741|0,prime-techno,97.3,1500,Open box,Used,v1|135241482741|0,Dell,16GB,SSD,512GB,284.95,USD,0.0,284.95
v1|335837315362|0,purpletechnado,99.7,1500,Open box,Used,v1|335837315362|0,HP,8GB,SSD,128GB,209.96,USD,0.0,209.96
v1|335883615140|0,purpletechnado,99.7,1500,Open box,Used,v1|335883615140|0,Lenovo,8GB,SSD,256GB,224.99,USD,0.0,224.99
v1|335779140325|0,purpletechnado,99.7,1500,Open box,Used,v1|335779140325|0,HP,4GB,Unknown,64GB,151.97,USD,0.0,151.97
v1|375515230924|0,qualityspply,100.0,1500,Open box,Used,v1|375515230924|0,HP,Unknown,Unknown,Unknown,500.0,USD,0.0,500.0
v1|274580347944|0,redsox8911,98.5,1500,Open box,Used,v1|274580347944|0,HP,4GB,Unknown,Unknown,207.99,USD,0.0,207.99
v1|126997141221|0,redtagdeal,99.9,1500,Open box,Used,v1|126997141221|0,HP,8GB,Unknown,256GB,379.99,USD,0.0,379.99
v1|126895207932|0,redtagdeal,99.9,1500,Open box,Used,v1|126895207932|0,Dell,16GB,Unknown,128GB,299.99,USD,0.0,299.99
v1|126386232592|0,redtagdeal,99.9,1500,Open box,Used,v1|126386232592|0,Dell,8GB,Unknown,256GB,629.99,USD,0.0,629.99
v1|125203796177|0,redtagdeal,99.9,1500,Open box,Used,v1|125203796177|0,HP,8GB,Unknown,128GB,469.99,USD,0.0,469.99
v1|125514512592|0,redtagdeal,99.9,1500,Open box,Used,v1|125514512592|0,HP,16GB,Unknown,256GB,599.99,USD,0.0,599.99
v1|125204170728|0,redtagdeal,99.9,1500,Open box,Used,v1|125204170728|0,HP,8GB,Unknown,128GB,369.99,USD,0.0,369.99
v1|167010977708|0,retail_king,98.1,1500,Open box,Used,v1|167010977708|0,Microsoft,Unknown,SSD,128GB,199.66,USD,0.0,199.66
v1|166632340947|0,retail_king,98.1,1500,Open box,Used,v1|166632340947|0,Microsoft,Unknown,SSD,Unknown,302.26,USD,0.0,302.26
v1|167012565225|0,retail_king,98.1,1500,Open box,Used,v1|167012565225|0,Hyundai,Unknown,SSD,128GB,174.44,USD,0.0,174.44
v1|166612198357|0,retail_king,98.1,1500,Open box,Used,v1|166612198357|0,HP,4GB,SSD,128GB,164.51,USD,0.0,164.51
v1|167005825381|0,retail_king,98.1,1500,Open box,Used,v1|167005825381|0,Acer,4GB,Unknown,32GB,119.02,USD,0.0,119.02
v1|126926784785|0,roninz6six6,100.0,1500,Open box,Used,v1|126926784785|0,Intel,Unknown,Unknown,Unknown,115.0,USD,15.0,130.0
v1|127017884873|0,russco-electronics,100.0,1500,Open box,Used,v1|127017884873|0,HP,4GB,Unknown,64GB,169.0,USD,0.0,169.0
v1|326516710244|0,santamonicawireless,98.5,1500,Open box,Used,v1|326516710244|0,Lenovo,4GB,Unknown,32GB,169.99,USD,0.0,169.99
v1|267158791689|0,savecentral-outlet,99.1,1500,Open box,Used,v1|267158791689|0,Dell,16GB,HDD,512GB,317.29,USD,0.0,317.29
v1|316275388678|0,savecentral-outlet,99.1,1500,Open box,Used,v1|316275388678|0,Intel,4GB,HDD,128GB,147.22,USD,0.0,147.22
v1|256515591271|0,savecentral-outlet,99.1,1500,Open box,Used,v1|256515591271|0,Intel,32GB,HDD,1024GB,654.36,USD,0.0,654.36
v1|316275388666|0,savecentral-outlet,99.1,1500,Open box,Used,v1|316275388666|0,Intel,8GB,HDD,256GB,317.07,USD,0.0,317.07
v1|256715795466|0,savecentral-outlet,99.1,1500,Open box,Used,v1|256715795466|0,HP,8GB,HDD,128GB,279.67,USD,0.0,279.67
v1|316275388644|0,savecentral-outlet,99.1,1500,Open box,Used,v1|316275388644|0,Intel,16GB,HDD,256GB,569.74,USD,0.0,569.74
v1|267066510141|0,savecentral-outlet,99.1,1500,Open box,Used,v1|267066510141|0,HP,8GB,HDD,256GB,593.5,USD,0.0,593.5
v1|265484447319|0,smuser12,99.0,1500,Open box,Used,v1|265484447319|0,Asus,64GB,Unknown,Unknown,165.64,USD,0.0,165.64
v1|187111448909|0,soareus_llc,98.5,1500,Open box,Used,v1|187111448909|0,ThinkPad,16GB,SSD,512GB,679.99,USD,0.0,679.99
v1|296560900605|0,spreetail-deals,97.2,1500,Open box,Used,v1|296560900605|0,Dell,16GB,Unknown,512GB,310.5,USD,0.0,310.5
v1|126570719934|0,spreetail-deals,97.2,1500,Open box,Used,v1|126570719934|0,Dell,16GB,Unknown,256GB,212.04,USD,0.0,212.04
v1|394684102967|0,stlu-8472,100.0,1500,Open box,Used,v1|394684102967|0,Acer,Unknown,Unknown,Unknown,150.0,USD,0.0,150.0
v1|235544295902|0,stonepelican,97.2,1500,Open box,Used,v1|235544295902|0,Asus,Unknown,Unknown,Unknown,179.98,USD,0.0,179.98
v1|296689173364|0,swingcomputers,97.9,1500,Open box,Used,v1|296689173364|0,ThinkPad,32GB,Unknown,512GB,685.59,USD,0.0,685.59
v1|375521442410|0,tech_tower,98.6,1500,Open box,Used,v1|375521442410|0,Dell,16GB,SSD,512GB,216.54,USD,0.0,216.54
v1|376061183960|0,tech_tower,98.6,1500,Open box,Used,v1|376061183960|0,Dell,16GB,SSD,1TB,312.0,USD,0.0,312.0
v1|376061203451|0,tech_tower,98.6,1500,Open box,Used,v1|376061203451|0,Dell,16GB,Unknown,256GB,199.97,USD,0.0,199.97
v1|235955375093|0,techtundra,98.4,1500,Open box,Used,v1|235955375093|0,HP,16GB,SSD,1TB,400.0,USD,0.0,400.0
v1|186710726341|0,tfldealz,97.7,1500,Open box,Used,v1|186710726341|0,Asus,Unknown,Unknown,Unknown,311.97,USD,0.0,311.97
v1|176604029833|0,tfldealz,97.7,1500,Open box,Used,v1|176604029833|0,Asus,Unknown,Unknown,Unknown,216.97,USD,0.0,216.97
v1|176683848817|0,tfldealz,97.7,1500,Open box,Used,v1|176683848817|0,Lenovo,Unknown,Unknown,Unknown,517.97,USD,0.0,517.97
v1|127031248689|0,thepdxseller,0.0,1500,Open box,Used,v1|127031248689|0,Intel,Unknown,SSD,256GB,175.0,USD,0.0,175.0
v1|176761920695|0,tiantian0579,100.0,1500,Open box,Used,v1|176761920695|0,Intel,8GB,SSD,256GB,254.99,USD,0.0,254.99
v1|235826245990|0,tomo12_japan,99.3,1500,Open box,Used,v1|235826245990|0,Fujitsu,Unknown,Unknown,Unknown,659.99,USD,0.0,659.99
v1|154681487782|0,toptechgears,99.0,1500,Open box,Used,v1|154681487782|0,Intel,Unknown,Unknown,Unknown,599.99,USD,0.0,599.99
v1|156469175325|0,toptechgears,99.0,1500,Open box,Used,v1|156469175325|0,HP,4GB,SSD,128GB,379.99,USD,0.0,379.99
v1|154752691713|454846114999,toptechgears,99.0,1500,Open box,Used,v1|154752691713|454846114999,HP,Unknown,Unknown,Unknown,289.99,USD,0.0,289.99
v1|395697494936|0,turniptech,100.0,1500,Open box,Used,v1|395697494936|0,Samsung,Unknown,Unknown,Unknown,170.3,USD,0.0,170.3
v1|235985969558|0,twenty484,0.0,1500,Open box,Used,v1|235985969558|0,Asus,Unknown,Unknown,Unknown,200.0,USD,0.0,200.0
v1|326516758256|0,unique_trades,98.4,1500,Open box,Used,v1|326516758256|0,Asus,16GB,Unknown,512GB,499.0,USD,0.0,499.0
