LaptopID,Brand,RamSize,StorageType,StorageCapacity
v1|235453765762|0,Intel,8GB,Unknown,Unknown
v1|276556495100|0,Intel,4GB,Unknown,Unknown
v1|116407176833|0,Intel,Unknown,Unknown,Unknown
v1|335334982569|0,Intel,4GB,Unknown,Unknown
v1|276809192954|0,Intel,8GB,Unknown,Unknown
v1|176950091689|0,Intel,8GB,Unknown,Unknown
v1|326442591985|0,Intel,Unknown,Unknown,Unknown
v1|335003519078|0,Intel,4GB,Unknown,Unknown
v1|335211581092|0,Intel,8GB,Unknown,Unknown
v1|126811899740|0,Intel,Unknown,Unknown,Unknown
v1|255982962960|0,Intel,6GB,Unknown,Unknown
v1|306100289653|0,Intel,16GB,Unknown,Unknown
v1|326462677705|0,Intel,Unknown,Unknown,Unknown
v1|256223628516|0,Intel,Unknown,Unknown,Unknown
v1|335646242232|0,Intel,8GB,Unknown,Unknown
v1|126279116872|0,Intel,8GB,Unknown,Unknown
v1|326442308635|0,Intel,Unknown,Unknown,Unknown
v1|256161193161|0,Intel,Unknown,Unknown,Unknown
v1|388197348378|0,Intel,Unknown,Unknown,Unknown
v1|176004138927|0,Intel,Unknown,Unknown,Unknown
v1|167156217777|466854515511,Intel,Unknown,Unknown,Unknown
v1|326442304113|0,Intel,Unknown,Unknown,Unknown
v1|166779526253|0,Intel,2GB,Unknown,Unknown
v1|387203001606|0,Intel,Unknown,Unknown,Unknown
v1|335738513910|0,Intel,Unknown,Unknown,Unknown
v1|326300270435|0,Intel,Unknown,Unknown,Unknown
v1|235840312264|0,Intel,4GB,Unknown,Unknown
v1|394879283264|0,Intel,Unknown,Unknown,Unknown
v1|235675077926|0,Intel,4GB,Unknown,Unknown
v1|126750102389|0,Intel,8GB,Unknown,Unknown
v1|326462677766|0,Intel,Unknown,Unknown,Unknown
v1|176572653305|0,Intel,Unknown,Unknown,Unknown
v1|356442229133|0,Intel,Unknown,Unknown,Unknown
v1|156313453297|0,Intel,Unknown,Unknown,Unknown
v1|126868264862|0,Intel,Unknown,Unknown,Unknown
v1|126949331186|0,Intel,2GB,Unknown,Unknown
v1|186878432762|0,Intel,Unknown,Unknown,Unknown
v1|276421274070|0,Intel,4GB,Unknown,Unknown
v1|355865653388|0,Intel,Unknown,Unknown,Unknown
v1|126356243761|0,Intel,Unknown,SSD,Unknown
v1|326442592116|0,Intel,Unknown,Unknown,Unknown
v1|205226532569|0,Intel,16GB,Unknown,Unknown
v1|326442304162|0,Intel,Unknown,Unknown,Unknown
v1|276708788426|0,Intel,8GB,Unknown,Unknown
v1|335393294841|0,Intel,8GB,Unknown,Unknown
v1|276154230714|0,Intel,8GB,Unknown,Unknown
v1|324214947526|0,Intel,4GB,Unknown,Unknown
v1|335671115916|0,Intel,4GB,Unknown,Unknown
v1|326442591318|0,Intel,Unknown,Unknown,Unknown
v1|126039207987|0,Intel,8GB,Unknown,Unknown
v1|335324601801|0,Intel,4GB,Unknown,Unknown
v1|356335938781|0,Intel,4GB,Unknown,Unknown
v1|326407094849|0,Intel,Unknown,Unknown,Unknown
v1|196170997373|0,Intel,Unknown,Unknown,Unknown
v1|326442591309|0,Intel,Unknown,Unknown,Unknown
v1|186252962157|0,Intel,4GB,Unknown,Unknown
v1|335623992741|0,Intel,4GB,Unknown,Unknown
v1|226036002035|0,Intel,4GB,Unknown,Unknown
v1|186709580925|0,Intel,8GB,Unknown,Unknown
v1|266300345993|0,Intel,Unknown,Unknown,Unknown
v1|166363062771|0,Intel,2GB,Unknown,Unknown
v1|256014513352|0,Intel,2GB,Unknown,Unknown
v1|405723215697|0,Intel,Unknown,Unknown,Unknown
v1|364441878101|0,Intel,4GB,Unknown,Unknown
v1|276327108017|0,Intel,Unknown,Unknown,Unknown
v1|235811293775|0,Intel,8GB,Unknown,Unknown
v1|335238308302|0,Intel,8GB,Unknown,Unknown
v1|235811322477|0,Intel,8GB,Unknown,Unknown
v1|113326266292|0,Intel,Unknown,Unknown,Unknown
v1|356164161684|0,Intel,4GB,Unknown,Unknown
v1|286204198343|0,Intel,Unknown,Unknown,Unknown
v1|326442590698|0,Intel,Unknown,Unknown,Unknown
v1|256632123919|0,Intel,8GB,Unknown,Unknown
v1|235809973369|0,Intel,8GB,Unknown,Unknown
v1|326442592017|0,Intel,Unknown,Unknown,Unknown
v1|335088450055|0,Intel,8GB,Unknown,Unknown
v1|276409985394|0,Intel,2GB,Unknown,Unknown
v1|235564124547|0,Intel,4GB,Unknown,Unknown
v1|296787713067|594585362702,Intel,Unknown,Unknown,Unknown
v1|326459764902|0,Intel,Unknown,Unknown,Unknown
v1|276656332164|0,Intel,8GB,Unknown,Unknown
v1|145414181710|0,Intel,Unknown,Unknown,Unknown
v1|326442591397|0,Intel,Unknown,Unknown,Unknown
v1|126551543183|0,Intel,Unknown,Unknown,Unknown
v1|405482011336|0,Intel,4GB,Unknown,Unknown
v1|116049068693|0,Intel,Unknown,Unknown,Unknown
v1|335726238640|0,Intel,8GB,Unknown,Unknown
v1|226682148962|0,Intel,40GB,Unknown,Unknown
v1|326345936357|0,Intel,Unknown,Unknown,Unknown
v1|126660943399|0,Intel,4GB,Unknown,Unknown
v1|297101169209|0,Jumper,12GB,Unknown,640GB
v1|256603926554|0,LG,16GB,SSD,1TB
v1|286460015693|0,LG,16GB,SSD,1TB
v1|205396424664|0,LG,16GB,SSD,1TB
v1|226444325554|0,LG,16GB,Unknown,256GB
v1|286295869653|0,LG,32GB,SSD,2TB
v1|286221632218|0,LG,32GB,SSD,2TB
v1|388197308475|0,LG,16GB,SSD,512GB
v1|205396425321|0,LG,8GB,SSD,512GB
v1|388197307234|0,LG,8GB,SSD,512GB
v1|297170486858|0,Latitude,32GB,SSD,1TB
v1|267048015035|0,Latitude,Unknown,HDD,4GB
v1|186821938978|0,Latitude,Unknown,Unknown,Unknown
v1|167258307847|0,Lenovo,Unknown,Unknown,11TB
v1|156641504667|0,Lenovo,Unknown,Unknown,11TB
v1|175633442764|0,Lenovo,4GB,SSD,128GB
v1|175608921243|0,Lenovo,4GB,SSD,128GB
v1|305533589603|0,Lenovo,4GB,SSD,128GB
v1|167145224044|0,Lenovo,4GB,SSD,128GB
v1|396370505681|0,Lenovo,Unknown,Unknown,128GB
v1|326505344039|0,Lenovo,4GB,SSD,128GB
v1|376129964371|0,Lenovo,4GB,Unknown,128GB
v1|325661478119|0,Lenovo,Unknown,SSD,128GB
v1|145576547400|0,Lenovo,8GB,SSD,128GB
v1|226353136896|0,Lenovo,Unknown,SSD,128GB
v1|205394668851|0,Lenovo,Unknown,SSD,128GB
v1|296915809758|0,Lenovo,8GB,Unknown,128GB
v1|167136514800|0,Lenovo,4GB,SSD,128GB
v1|167136515976|0,Lenovo,4GB,SSD,128GB
v1|167136512551|0,Lenovo,4GB,SSD,128GB
v1|275040130600|0,Lenovo,4GB,SSD,128GB
v1|205278250849|0,Lenovo,4GB,SSD,128GB
v1|176950669710|0,Lenovo,Unknown,SSD,128GB
v1|387821568832|0,Lenovo,4GB,SSD,128GB
v1|284328184641|0,Lenovo,4GB,SSD,128GB
v1|365320659206|0,Lenovo,4GB,SSD,128GB
v1|176304390991|0,Lenovo,8GB,SSD,128GB
v1|133812762826|0,Lenovo,4GB,Unknown,150GB
v1|306201071197|0,Lenovo,Unknown,SSD,16GB
v1|167340192328|0,Lenovo,4GB,Unknown,16GB
v1|167040025291|0,Lenovo,4GB,Unknown,16GB
v1|186520764488|0,Lenovo,2GB,Unknown,16GB
v1|167040026130|0,Lenovo,4GB,Unknown,16GB
v1|205377936303|0,Lenovo,Unknown,SSD,16GB
v1|205377936389|0,Lenovo,Unknown,SSD,16GB
v1|196501855944|0,Lenovo,32GB,Unknown,1TB
v1|204885910354|0,Lenovo,16GB,SSD,1TB
v1|197175113632|0,Lenovo,32GB,SSD,1TB
v1|196490915483|0,Lenovo,16GB,SSD,1TB
v1|235748215639|0,Lenovo,16GB,SSD,1TB
v1|126494851608|0,Lenovo,16GB,SSD,1TB
v1|204950440258|0,Lenovo,16GB,Unknown,1TB
v1|226665157298|0,Lenovo,16GB,Unknown,1TB
v1|235748207972|0,Lenovo,16GB,SSD,1TB
v1|116529451458|0,Lenovo,24GB,SSD,1TB
v1|326507060588|0,Lenovo,16GB,Unknown,1TB
v1|286221382738|0,Lenovo,16GB,SSD,1TB
v1|176383415699|0,Lenovo,Unknown,SSD,1TB
v1|187113720154|0,Lenovo,16GB,SSD,1TB
v1|326425046630|0,Lenovo,16GB,Unknown,1TB
v1|226682504011|0,Lenovo,16GB,Unknown,1TB
v1|235750229718|0,Lenovo,32GB,SSD,1TB
v1|335732824659|0,Lenovo,6GB,HDD,1TB
v1|167053134471|0,Lenovo,32GB,SSD,1TB
v1|265163291645|0,Lenovo,8GB,HDD,1TB
v1|226517391033|525701970319,Lenovo,Unknown,SSD,1TB
v1|297047458771|0,Lenovo,16GB,SSD,1TB
v1|388197307824|0,Lenovo,32GB,Unknown,1TB
v1|135620859588|0,Lenovo,32GB,SSD,1TB
v1|167424547117|0,Lenovo,4GB,HDD,1TB
v1|176438913694|0,Lenovo,12GB,HDD,1TB
v1|186141062550|0,Lenovo,20GB,SSD,1TB
v1|393338100899|0,Lenovo,8GB,SSD,1TB
v1|186141060751|0,Lenovo,8GB,SSD,1TB
v1|175996382614|0,Lenovo,12GB,SSD,1TB
v1|205330823042|0,Lenovo,8GB,SSD,1TB
v1|394874623547|0,Lenovo,4GB,Unknown,1TB
v1|395051549210|0,Lenovo,Unknown,Unknown,1TB
v1|295952436268|0,Lenovo,Unknown,SSD,1TB
v1|224888465226|0,Lenovo,6GB,HDD,1TB
v1|405467820625|0,Lenovo,40GB,Unknown,1TB
v1|205127568034|0,Lenovo,16GB,Unknown,1TB
v1|166788238867|0,Lenovo,8GB,SSD,240GB
v1|226666545662|0,Lenovo,16GB,SSD,240GB
v1|396295932576|0,Lenovo,4GB,Unknown,250GB
v1|135671846373|0,Lenovo,2GB,HDD,250GB
v1|326304166947|0,Lenovo,8GB,SSD,250GB
v1|356609243871|0,Lenovo,8GB,SSD,256GB
v1|185804373091|0,Lenovo,4GB,SSD,256GB
v1|335883615140|0,Lenovo,8GB,SSD,256GB
v1|356468247198|0,Lenovo,8GB,SSD,256GB
v1|306185310367|0,Lenovo,8GB,Unknown,256GB
v1|306136966256|0,Lenovo,8GB,Unknown,256GB
v1|187112347122|0,Lenovo,8GB,SSD,256GB
v1|335727940667|0,Lenovo,8GB,Unknown,256GB
v1|145869327537|0,Lenovo,8GB,SSD,256GB
v1|176980628932|0,Lenovo,8GB,SSD,256GB
v1|297089182767|0,Lenovo,16GB,Unknown,256GB
v1|356461052823|0,Lenovo,8GB,SSD,256GB
v1|226681805962|0,Lenovo,8GB,SSD,256GB
v1|205396425051|0,Lenovo,8GB,SSD,256GB
v1|167421756598|0,Lenovo,16GB,SSD,256GB
v1|156534003863|0,Lenovo,8GB,Unknown,256GB
v1|156761247421|0,Lenovo,8GB,SSD,256GB
v1|166994041361|0,Lenovo,8GB,SSD,256GB
v1|306219910537|0,Lenovo,8GB,HDD,256GB
v1|155151020368|0,Lenovo,4GB,SSD,256GB
v1|363370756964|0,Lenovo,8GB,SSD,256GB
v1|203834597528|0,Lenovo,8GB,SSD,256GB
v1|396399041878|0,Lenovo,Unknown,SSD,256GB
v1|226460311767|0,Lenovo,8GB,Unknown,256GB
v1|394555634508|0,Lenovo,8GB,SSD,256GB
v1|326369798776|0,Lenovo,8GB,SSD,256GB
v1|166870277345|0,Lenovo,12GB,SSD,256GB
v1|135575140381|0,Lenovo,4GB,SSD,256GB
v1|284970094004|0,Lenovo,8GB,SSD,256GB
v1|394515206874|0,Lenovo,8GB,SSD,256GB
v1|226586586717|0,Lenovo,8GB,Unknown,256GB
v1|296232903035|0,Lenovo,8GB,SSD,256GB
v1|256436847857|0,Lenovo,8GB,SSD,256GB
v1|326304170702|0,Lenovo,8GB,SSD,256GB
v1|167258307529|0,Lenovo,4GB,SSD,256GB
v1|205377936342|0,Lenovo,8GB,Unknown,256GB
v1|276800464394|0,Lenovo,20GB,SSD,25TB
v1|226633570889|0,Lenovo,32GB,Unknown,2TB
v1|126614911424|427657946337,Lenovo,40GB,SSD,2TB
v1|306212842029|0,Lenovo,4GB,HDD,320GB
v1|286280968506|0,Lenovo,4GB,HDD,320GB
v1|186945793929|0,Lenovo,4GB,HDD,320GB
v1|167004423767|0,Lenovo,4GB,HDD,320GB
v1|126477830047|0,Lenovo,8GB,HDD,320GB
v1|335682482411|0,Lenovo,4GB,HDD,320GB
v1|295361494294|0,Lenovo,4GB,HDD,320GB
v1|364808648521|0,Lenovo,4GB,Unknown,320GB
v1|126279448950|0,Lenovo,4GB,Unknown,320GB
v1|326037722275|0,Lenovo,Unknown,HDD,320GB
v1|306179261787|0,Lenovo,4GB,Unknown,32GB
v1|305381505658|0,Lenovo,4GB,SSD,32GB
v1|276720959279|0,Lenovo,4GB,Unknown,32GB
v1|297006874440|0,Lenovo,4GB,Unknown,32GB
v1|286121650922|0,Lenovo,4GB,Unknown,32GB
v1|156843451869|0,Lenovo,4GB,Unknown,32GB
v1|305088838442|0,Lenovo,4GB,Unknown,32GB
v1|326516710244|0,Lenovo,4GB,Unknown,32GB
v1|166975465723|0,Lenovo,4GB,Unknown,32GB
v1|166531422725|0,Lenovo,4GB,Unknown,32GB
v1|325898551718|0,Lenovo,4GB,Unknown,32GB
v1|395670110046|0,Lenovo,Unknown,SSD,32GB
v1|306002034830|0,Lenovo,4GB,SSD,32GB
v1|226586586723|0,Lenovo,4GB,Unknown,32GB
v1|226586586645|0,Lenovo,4GB,Unknown,32GB
v1|404618899267|0,Lenovo,8GB,SSD,330GB
v1|205377936322|0,Lenovo,Unknown,SSD,4GB
v1|205377936627|0,Lenovo,Unknown,SSD,4GB
v1|205377936582|0,Lenovo,Unknown,SSD,4GB
v1|205377936327|0,Lenovo,Unknown,SSD,4GB
v1|205377936427|0,Lenovo,Unknown,SSD,4GB
v1|135608568900|0,Lenovo,Unknown,SSD,4GB
v1|205377936568|0,Lenovo,Unknown,SSD,4GB
v1|235694707867|0,Lenovo,4GB,HDD,5000GB
v1|176979680198|0,Lenovo,4GB,HDD,500GB
v1|226635179340|0,Lenovo,4GB,HDD,500GB
v1|167386678752|0,Lenovo,16GB,SSD,500GB
v1|226656274739|0,Lenovo,6GB,HDD,500GB
v1|235306861537|0,Lenovo,8GB,HDD,500GB
v1|133771552648|0,Lenovo,8GB,Unknown,500GB
v1|165269967249|0,Lenovo,4GB,HDD,500GB
v1|176501234082|0,Lenovo,4GB,Unknown,500GB
v1|255615945512|0,Lenovo,8GB,SSD,500GB
v1|266706834761|0,Lenovo,8GB,Unknown,500GB
v1|305718430632|0,Lenovo,16GB,SSD,512GB
v1|126480962681|0,Lenovo,12GB,SSD,512GB
v1|305776945810|0,Lenovo,12GB,SSD,512GB
v1|126754097392|0,Lenovo,8GB,SSD,512GB
v1|306025847991|0,Lenovo,16GB,Unknown,512GB
v1|335858381589|0,Lenovo,16GB,SSD,512GB
v1|297170261205|0,Lenovo,8GB,SSD,512GB
v1|176471449425|0,Lenovo,8GB,SSD,512GB
v1|235975996103|0,Lenovo,16GB,Unknown,512GB
v1|226681640677|0,Lenovo,8GB,Unknown,512GB
v1|156589370216|0,Lenovo,16GB,Unknown,512GB
v1|116361781623|0,Lenovo,Unknown,SSD,512GB
v1|176611228465|0,Lenovo,8GB,SSD,512GB
v1|116316274505|0,Lenovo,8GB,SSD,512GB
v1|205396424967|0,Lenovo,16GB,Unknown,512GB
v1|286460521361|0,Lenovo,8GB,Unknown,512GB
v1|175945146909|475368519512,Lenovo,32GB,SSD,512GB
v1|235797957983|0,Lenovo,16GB,SSD,512GB
v1|166650015970|0,Lenovo,16GB,SSD,512GB
v1|205127568035|0,Lenovo,16GB,Unknown,512GB
v1|186141058094|0,Lenovo,20GB,SSD,512GB
v1|363370755524|0,Lenovo,16GB,SSD,512GB
v1|156377614285|0,Lenovo,16GB,Unknown,512GB
v1|134906964487|0,Lenovo,8GB,SSD,512GB
v1|405467820618|0,Lenovo,48GB,Unknown,512GB
v1|205215096891|0,Lenovo,40GB,Unknown,512GB
v1|388196485321|0,Lenovo,16GB,SSD,5TB
v1|387406783420|0,Lenovo,4GB,Unknown,64GB
v1|326506633542|0,Lenovo,4GB,SSD,64GB
v1|167331965662|0,Lenovo,4GB,Unknown,64GB
v1|405539659023|0,Lenovo,4GB,SSD,64GB
v1|205043846451|0,Lenovo,4GB,Unknown,64GB
v1|286300271919|0,Lenovo,8GB,Unknown,64GB
v1|305939248060|0,Lenovo,4GB,Unknown,64GB
v1|296287876436|0,Lenovo,4GB,Unknown,64GB
v1|256880099098|0,Lenovo,4GB,Unknown,64GB
v1|235923304963|0,Lenovo,4GB,Unknown,64GB
v1|186648204797|0,Lenovo,8GB,Unknown,64GB
v1|125009259923|0,Lenovo,4GB,Unknown,64GB
v1|236036697893|0,Lenovo,2GB,Unknown,64GB
v1|315099291220|0,Lenovo,4GB,Unknown,64GB
v1|205377936412|0,Lenovo,Unknown,HDD,6GB
v1|304180696938|0,Lenovo,8GB,HDD,750GB
v1|116432736270|0,Lenovo,8GB,Unknown,768GB
v1|276607836899|0,Lenovo,Unknown,SSD,8GB
v1|235202569073|0,Lenovo,Unknown,HDD,8GB
v1|205377936543|0,Lenovo,Unknown,SSD,8GB
v1|297102170263|0,Lenovo,Unknown,SSD,960GB
v1|166796502693|0,Lenovo,Unknown,Unknown,Unknown
v1|326346609367|0,Lenovo,4GB,Unknown,Unknown
v1|326349465754|0,Lenovo,Unknown,Unknown,Unknown
v1|176391994324|0,Lenovo,Unknown,Unknown,Unknown
v1|176608039895|0,Lenovo,Unknown,Unknown,Unknown
v1|126011206645|0,Lenovo,Unknown,Unknown,Unknown
v1|176822652334|0,Lenovo,4GB,Unknown,Unknown
v1|156718938129|0,Lenovo,Unknown,Unknown,Unknown
v1|286404375412|0,Lenovo,4GB,Unknown,Unknown
v1|365505057110|0,Lenovo,24GB,Unknown,Unknown
v1|176884725464|0,Lenovo,Unknown,Unknown,Unknown
v1|146462999740|0,Lenovo,Unknown,Unknown,Unknown
v1|135649329421|0,Lenovo,Unknown,Unknown,Unknown
v1|297139528631|594760191498,Lenovo,Unknown,Unknown,Unknown
v1|176683848817|0,Lenovo,Unknown,Unknown,Unknown
v1|205395617344|0,Lenovo,Unknown,Unknown,Unknown
v1|326161765231|0,Lenovo,8GB,Unknown,Unknown
v1|256297866261|0,Lenovo,Unknown,Unknown,Unknown
v1|267206946297|0,Lenovo,Unknown,Unknown,Unknown
v1|256695740551|0,Lenovo,32GB,Unknown,Unknown
v1|135671950798|0,Lenovo,Unknown,Unknown,Unknown
v1|127031762685|0,Lenovo,Unknown,Unknown,Unknown
v1|187113188992|0,Lenovo,Unknown,Unknown,Unknown
v1|226681766310|0,Lenovo,Unknown,Unknown,Unknown
v1|256517781353|0,Lenovo,32GB,Unknown,Unknown
v1|205395944892|0,Lenovo,64GB,Unknown,Unknown
v1|276931108976|0,Lenovo,32GB,Unknown,Unknown
v1|126735557994|0,Lenovo,Unknown,Unknown,Unknown
v1|295925126198|0,Lenovo,8GB,Unknown,Unknown
v1|127032360922|0,Lenovo,Unknown,Unknown,Unknown
v1|205344907234|0,Lenovo,Unknown,Unknown,Unknown
v1|387634586616|0,Lenovo,Unknown,Unknown,Unknown
v1|135269124545|0,Lenovo,32GB,Unknown,Unknown
v1|376067144887|0,Lenovo,Unknown,Unknown,Unknown
v1|167258326301|0,Lenovo,4GB,Unknown,Unknown
v1|405708347069|0,Lenovo,Unknown,Unknown,Unknown
v1|256286352543|0,Lenovo,32GB,Unknown,Unknown
v1|394047710309|0,Lenovo,Unknown,Unknown,Unknown
v1|376045573512|0,Lenovo,Unknown,Unknown,Unknown
v1|167244793568|0,Lenovo,8GB,Unknown,Unknown
v1|167304295268|0,Lenovo,Unknown,Unknown,Unknown
v1|395779012745|0,Lenovo,8GB,Unknown,Unknown
v1|167257104183|0,Lenovo,Unknown,Unknown,Unknown
v1|116237035944|0,Lenovo,Unknown,Unknown,Unknown
v1|387815676555|0,Lenovo,Unknown,Unknown,Unknown
v1|146155313179|0,Lenovo,Unknown,Unknown,Unknown
v1|235836233677|0,Lenovo,8GB,Unknown,Unknown
v1|296449526662|0,Lenovo,Unknown,Unknown,Unknown
v1|393970272654|0,Lenovo,Unknown,Unknown,Unknown
v1|286105152565|0,Lenovo,Unknown,Unknown,Unknown
v1|316382102511|0,Lenovo,Unknown,Unknown,Unknown
v1|156704844511|0,Lenovo,Unknown,Unknown,Unknown
v1|235979320436|0,Lenovo,Unknown,Unknown,Unknown
v1|296833363876|0,Lenovo,Unknown,Unknown,Unknown
v1|365376121129|0,Lenovo,Unknown,Unknown,Unknown
v1|396114327022|0,Lenovo,Unknown,Unknown,Unknown
v1|266681414384|0,Lenovo,4GB,Unknown,Unknown
v1|316060255472|0,Lenovo,Unknown,Unknown,Unknown
v1|167258330261|0,Lenovo,8GB,Unknown,Unknown
v1|314356013627|0,Lenovo,Unknown,Unknown,Unknown
v1|296751923829|0,Lenovo,Unknown,Unknown,Unknown
v1|354222163436|0,Lenovo,Unknown,Unknown,Unknown
v1|167258325324|0,Lenovo,40GB,Unknown,Unknown
v1|226400515673|0,Lenovo,Unknown,Unknown,Unknown
v1|205089212310|0,Lenovo,Unknown,Unknown,Unknown
v1|266986559906|0,Lenovo,Unknown,Unknown,Unknown
v1|334874112329|0,Lenovo,Unknown,Unknown,Unknown
v1|256132121951|0,Lenovo,1GB,Unknown,Unknown
v1|126829766308|0,Lenovo,Unknown,Unknown,Unknown
v1|167190515179|0,Lenovo,Unknown,Unknown,Unknown
v1|334979087169|0,Lenovo,Unknown,Unknown,Unknown
v1|176950332308|0,Lenovo,Unknown,Unknown,Unknown
v1|355004841498|0,Lenovo,Unknown,Unknown,Unknown
v1|284436324537|0,Lenovo,Unknown,Unknown,Unknown
v1|167258312874|0,Lenovo,36GB,Unknown,Unknown
v1|116444897680|0,Lenovo,Unknown,HDD,Unknown
v1|385097604905|0,Lenovo,Unknown,Unknown,Unknown
v1|167258312873|0,Lenovo,20GB,Unknown,Unknown
v1|387721096053|0,Lenovo,Unknown,Unknown,Unknown
v1|226574866382|0,Lenovo,Unknown,Unknown,Unknown
v1|325918960842|0,Lenovo,Unknown,Unknown,Unknown
v1|146258204899|0,Lenovo,Unknown,Unknown,Unknown
v1|185176086944|0,Lenovo,Unknown,Unknown,Unknown
v1|167258326291|0,Lenovo,4GB,Unknown,Unknown
v1|146005796401|0,Lenovo,Unknown,Unknown,Unknown
v1|335753366317|0,Lenovo,Unknown,Unknown,Unknown
v1|326395305740|0,Lenovo,Unknown,Unknown,Unknown
v1|156641489437|0,Lenovo,8GB,Unknown,Unknown
v1|167258304156|0,Lenovo,20GB,Unknown,Unknown
v1|225987869792|0,Lenovo,Unknown,Unknown,Unknown
v1|286148784837|0,Lenovo,Unknown,Unknown,Unknown
v1|403913220839|0,Lenovo,Unknown,Unknown,Unknown
v1|395847789079|0,Lenovo,Unknown,Unknown,Unknown
v1|156641503129|0,Lenovo,24GB,Unknown,Unknown
v1|364881196249|0,Lenovo,Unknown,Unknown,Unknown
v1|286253009451|0,Lenovo,Unknown,Unknown,Unknown
v1|156641489427|0,Lenovo,4GB,Unknown,Unknown
v1|167258326325|0,Lenovo,16GB,Unknown,Unknown
v1|316139114108|0,Lenovo,Unknown,Unknown,Unknown
v1|156641489452|0,Lenovo,12GB,Unknown,Unknown
v1|167258326299|0,Lenovo,8GB,Unknown,Unknown
v1|286150914480|0,Lenovo,4GB,Unknown,Unknown
v1|315991609217|0,Lenovo,Unknown,Unknown,Unknown
v1|145326530691|0,Lenovo,Unknown,Unknown,Unknown
v1|285998680899|0,Lenovo,Unknown,Unknown,Unknown
v1|167258307849|0,Lenovo,12GB,Unknown,Unknown
v1|156641489445|0,Lenovo,20GB,Unknown,Unknown
v1|156641502580|0,Lenovo,40GB,Unknown,Unknown
v1|365321769611|0,Lenovo,Unknown,Unknown,Unknown
v1|167258325330|0,Lenovo,4GB,Unknown,Unknown
v1|156641489443|0,Lenovo,36GB,Unknown,Unknown
v1|196554041525|0,Lenovo,Unknown,Unknown,Unknown
v1|365085401888|0,Lenovo,Unknown,Unknown,Unknown
v1|326312748526|0,Lenovo,Unknown,Unknown,Unknown
v1|115345192833|0,Lenovo,Unknown,Unknown,Unknown
v1|166353339995|0,Lenovo,Unknown,Unknown,Unknown
v1|326396289572|0,Lenovo,Unknown,Unknown,Unknown
v1|204254016659|0,Lenovo,Unknown,Unknown,Unknown
v1|156641504659|0,Lenovo,8GB,Unknown,Unknown
v1|126706734235|0,Lenovo,4GB,Unknown,Unknown
v1|396217115606|0,Lenovo,Unknown,Unknown,Unknown
v1|235893097799|0,Lenovo,Unknown,Unknown,Unknown
v1|146303155938|0,Lenovo,Unknown,Unknown,Unknown
v1|156641489424|0,Lenovo,Unknown,Unknown,Unknown
v1|156641504656|0,Lenovo,4GB,Unknown,Unknown
v1|356531056859|0,Lenovo,Unknown,Unknown,Unknown
v1|356603436307|0,Lenovo,Unknown,Unknown,Unknown
v1|167258307824|0,Lenovo,8GB,Unknown,Unknown
v1|156641503100|0,Lenovo,24GB,Unknown,Unknown
v1|145691252686|0,Lenovo,Unknown,Unknown,Unknown
v1|276776639351|0,Lenovo,4GB,Unknown,Unknown
v1|167258330247|0,Lenovo,4GB,Unknown,Unknown
v1|156641502568|0,Lenovo,8GB,Unknown,Unknown
v1|226159703016|0,Lenovo,Unknown,Unknown,Unknown
v1|285872319997|0,Lenovo,16GB,Unknown,Unknown
v1|363678435685|0,Lenovo,Unknown,Unknown,Unknown
v1|226520348432|0,Lenovo,Unknown,Unknown,Unknown
v1|256271237713|0,Lenovo,Unknown,Unknown,Unknown
v1|394048190694|0,Lenovo,Unknown,Unknown,Unknown
v1|146080658904|0,Lenovo,Unknown,Unknown,Unknown
v1|156641489446|0,Lenovo,8GB,Unknown,Unknown
v1|286092638514|0,Lenovo,Unknown,Unknown,Unknown
v1|313586900437|0,Lenovo,Unknown,Unknown,Unknown
v1|156641503110|0,Lenovo,Unknown,Unknown,Unknown
v1|375966079239|0,Lenovo,Unknown,Unknown,Unknown
v1|404124488656|0,Lenovo,Unknown,Unknown,Unknown
v1|167258307838|0,Lenovo,8GB,Unknown,Unknown
v1|156641507481|0,Lenovo,8GB,Unknown,Unknown
v1|256747388054|0,Lenovo,Unknown,Unknown,Unknown
v1|116344264056|0,Lenovo,Unknown,Unknown,Unknown
v1|167258307851|0,Lenovo,36GB,Unknown,Unknown
v1|285720424033|0,Lenovo,Unknown,Unknown,Unknown
v1|126619541860|0,Lenovo,4GB,Unknown,Unknown
v1|265011562390|0,Lenovo,4GB,Unknown,Unknown
v1|167258304315|0,Lenovo,Unknown,Unknown,Unknown
v1|156641483905|0,Lenovo,20GB,Unknown,Unknown
v1|285970958923|0,Lenovo,Unknown,Unknown,Unknown
v1|314724364210|0,Lenovo,Unknown,Unknown,Unknown
v1|326306473800|0,Lenovo,Unknown,Unknown,Unknown
v1|156641503090|0,Lenovo,8GB,Unknown,Unknown
v1|314100752845|0,Lenovo,Unknown,Unknown,Unknown
v1|196954356819|0,Lenovo,Unknown,Unknown,Unknown
v1|226363047220|0,Lenovo,Unknown,Unknown,Unknown
v1|126899210591|0,Lenovo,Unknown,Unknown,Unknown
v1|175838825133|0,Lenovo,Unknown,Unknown,Unknown
v1|365334223350|0,Lenovo,Unknown,Unknown,Unknown
v1|266366220983|0,Lenovo,Unknown,Unknown,Unknown
v1|276156012744|0,Lenovo,Unknown,Unknown,Unknown
v1|204607797415|0,Lenovo,Unknown,Unknown,Unknown
